advocacy	advocacy%1:04:00::
dandelion	dandelion%1:20:00::
pope	pope%1:18:00::
electrotherapist	electrotherapist%1:18:00::
symposium	symposium%1:14:00::
moccasins	moccasins%1:06:00::
emigration	emigration%1:04:00::
fireside	fireside%1:15:00::
narrowness	narrowness%1:07:00::
suitor	suitor%1:18:00::
senator	senator%1:18:00::
austin	austin%1:15:00::
excursus	excursus%1:10:00::
reprieve	reprieve%1:26:00::
honesty	honesty%1:07:00::
literalness	literalness%1:07:00::
uprising	uprising%1:04:00::
voodoo	voodoo%1:06:00::
collage	collage%1:06:00::
lincoln	lincoln%1:18:00::
gatepost	gatepost%1:06:00::
equator	equator%1:15:00::
epoxy	epoxy%1:27:00::
tormentor	tormentor%1:18:00::
greenhouse	greenhouse%1:06:00::
farmland	farmland%1:15:00::
centennial	centennial%1:28:00::
venezuela	venezuela%1:15:00::
enactment	enactment%1:04:01::
hilarity	hilarity%1:12:00::
accountant	accountant%1:18:00::
ammo	ammo%1:06:00::
connoisseur	connoisseur%1:18:00::
phoneme	phoneme%1:10:00::
australia	australia%1:15:00::
creativeness	creativeness%1:09:00::
capitalism	capitalism%1:14:00::
meq	meq%1:07:00::
planetoid	planetoid%1:17:00::
men	men%1:14:00::
nightshirt	nightshirt%1:06:00::
thinker	thinker%1:18:00::
nobody	nobody%1:18:00::
instructor	instructor%1:18:00::
whig	whig%1:18:00::
suffocation	suffocation%1:04:00::
whim	whim%1:12:00::
barium	barium%1:27:00::
whit	whit%1:23:00::
harem	harem%1:06:00::
monocle	monocle%1:06:00::
impetus	impetus%1:19:00::
cantilever	cantilever%1:06:00::
amphibology	amphibology%1:10:00::
thermometry	thermometry%1:04:00::
storeroom	storeroom%1:06:00::
odessa	odessa%1:15:00::
murmuring	murmuring%1:11:00::
anastomosis	anastomosis%1:08:00::
swimsuit	swimsuit%1:06:00::
shaping	shaping%1:22:00::
night-sight	night-sight%1:09:00::
coyness	coyness%1:07:00::
manservant	manservant%1:18:00::
opportunism	opportunism%1:07:00::
warmongering	warmongering%1:09:00::
scrubbing	scrubbing%1:04:00::
germ	germ%1:09:00::
labrador	labrador%1:15:00::
exodus	exodus%1:04:00::
adjunct	adjunct%1:17:00::
sweatband	sweatband%1:06:01::
elephant	elephant%1:05:00::
burma	burma%1:15:00::
micrometeorite	micrometeorite%1:17:00::
honky-tonk	honky-tonk%1:06:00::
facsimile	facsimile%1:06:01::
massachusetts	massachusetts%1:15:00::
opportunity	opportunity%1:26:00::
briefcase	briefcase%1:06:00::
neptune	neptune%1:18:00::
3-hitter	3-hitter%1:04:00::
influx	influx%1:22:00::
appetite	appetite%1:12:00::
decimeter	decimeter%1:23:00::
delegation	delegation%1:14:00::
pakistan	pakistan%1:15:00::
briber	briber%1:18:00::
surfactant	surfactant%1:27:00::
hydrochloride	hydrochloride%1:27:00::
petal	petal%1:20:00::
comportment	comportment%1:07:00::
buckboard	buckboard%1:06:00::
waterway	waterway%1:17:00::
currant	currant%1:13:01::
lettering	lettering%1:10:00::
symbolist	symbolist%1:18:00::
lobscuse	lobscuse%1:13:00::
rancher	rancher%1:18:00::
altercation	altercation%1:10:00::
essence	essence%1:09:00::
undersecretary	undersecretary%1:18:00::
overshoe	overshoe%1:06:00::
impropriety	impropriety%1:07:00::
questionnaire	questionnaire%1:10:00::
mud	mud%1:27:00::
mudguard	mudguard%1:06:00::
losses	losses%1:21:00::
lagoon	lagoon%1:17:00::
accretion	accretion%1:22:00::
cocaine	cocaine%1:06:00::
bowlder	bowlder%1:17:00::
experimenter	experimenter%1:18:00::
phagocyte	phagocyte%1:08:00::
hotelman	hotelman%1:18:00::
subsection	subsection%1:06:00::
furlong	furlong%1:23:00::
blessing	blessing%1:04:01::
kilometer	kilometer%1:23:00::
globe	globe%1:17:00::
hugging	hugging%1:04:00::
boarding	boarding%1:04:00::
scarcity	scarcity%1:07:00::
sinusoid	sinusoid%1:08:00::
desecration	desecration%1:04:00::
hypocellularity	hypocellularity%1:26:00::
tunisia	tunisia%1:15:00::
loyalist	loyalist%1:18:00::
balustrade	balustrade%1:06:00::
physician	physician%1:18:00::
starlet	starlet%1:18:00::
morgue	morgue%1:06:00::
mammal	mammal%1:05:00::
fundamentals	fundamentals%1:09:00::
decedent	decedent%1:18:00::
irishman	irishman%1:18:00::
exacerbation	exacerbation%1:04:01::
culmination	culmination%1:28:00::
axiom	axiom%1:10:00::
fragmentation	fragmentation%1:04:00::
bowstring	bowstring%1:06:00::
bedding	bedding%1:06:00::
rectangle	rectangle%1:25:00::
profusion	profusion%1:07:00::
corporal	corporal%1:18:00::
scoffing	scoffing%1:10:00::
brucellosis	brucellosis%1:26:01::
versatility	versatility%1:09:00::
thermometer	thermometer%1:06:00::
remorse	remorse%1:12:00::
tact	tact%1:07:00::
speakeasy	speakeasy%1:06:00::
solemnity	solemnity%1:07:00::
cartilage	cartilage%1:08:00::
submucosa	submucosa%1:08:00::
slugger	slugger%1:18:00::
temperament	temperament%1:07:00::
doctrine	doctrine%1:09:00::
unpredictability	unpredictability%1:07:02::
chivalry	chivalry%1:07:00::
bushwhacker	bushwhacker%1:18:00::
vacationing	vacationing%1:04:00::
uniformity	uniformity%1:07:01::
bellhop	bellhop%1:18:00::
pseudophloem	pseudophloem%1:20:00::
epoch	epoch%1:28:00::
sudanese	sudanese%1:18:00::
degeneration	degeneration%1:22:00::
fertilizer	fertilizer%1:27:00::
seaman	seaman%1:18:00::
tadpole	tadpole%1:05:00::
florida	florida%1:15:00::
decrement	decrement%1:07:00::
voltaire	voltaire%1:18:00::
gasoline	gasoline%1:27:00::
parchment	parchment%1:27:01::
sloop	sloop%1:06:00::
stadium	stadium%1:06:00::
cafe	cafe%1:06:00::
mathematics	mathematics%1:09:00::
handshaking	handshaking%1:10:00::
seattle	seattle%1:15:00::
baseline	baseline%1:24:00::
censorship	censorship%1:04:01::
conceptuality	conceptuality%1:09:00::
mistaking	mistaking%1:10:00::
revolver	revolver%1:06:00::
days	days%1:28:00::
orchid	orchid%1:20:00::
continence	continence%1:07:00::
zone	zone%1:15:00::
knuckleball	knuckleball%1:04:00::
solitude	solitude%1:26:00::
awarding	awarding%1:04:00::
honeybee	honeybee%1:05:00::
gourmet	gourmet%1:18:00::
toffee	toffee%1:13:00::
caning	caning%1:06:00::
writ	writ%1:10:00::
watchman	watchman%1:18:00::
chela	chela%1:18:00::
hillside	hillside%1:17:00::
wicker	wicker%1:27:00::
flute	flute%1:06:00::
bravado	bravado%1:10:00::
planter	planter%1:18:00::
whiteness	whiteness%1:07:00::
concerto	concerto%1:10:00::
assignee	assignee%1:18:00::
operetta	operetta%1:10:00::
disparagement	disparagement%1:10:00::
clerking	clerking%1:04:00::
capability	capability%1:07:00::
playmate	playmate%1:18:00::
prednisone	prednisone%1:27:00::
menu	menu%1:10:00::
subsidy	subsidy%1:21:00::
verification	verification%1:09:00::
cathode	cathode%1:06:00::
splenomegaly	splenomegaly%1:26:00::
rationalism	rationalism%1:09:02::
bedground	bedground%1:15:00::
publicity	publicity%1:10:00::
trading	trading%1:04:00::
marketing	marketing%1:04:00::
handlebar	handlebar%1:06:00::
wailing	wailing%1:04:01::
publicist	publicist%1:18:00::
laughter	laughter%1:10:00::
monday	monday%1:28:00::
presentness	presentness%1:07:00::
rheumatism	rheumatism%1:26:00::
leavening	leavening%1:09:00::
seniority	seniority%1:26:00::
subgroup	subgroup%1:14:00::
midsummer	midsummer%1:28:00::
krauthead	krauthead%1:18:00::
tutorial	tutorial%1:10:00::
psychotherapy	psychotherapy%1:09:00::
lunation	lunation%1:28:00::
graphite	graphite%1:27:00::
economist	economist%1:18:00::
tangent	tangent%1:25:00::
montreal	montreal%1:15:00::
bronc	bronc%1:05:00::
armpit	armpit%1:08:00::
alibi	alibi%1:10:00::
errand	errand%1:04:00::
lobularity	lobularity%1:07:00::
broom	broom%1:06:00::
therapist	therapist%1:18:00::
executor	executor%1:18:00::
commodity	commodity%1:06:00::
peroxide	peroxide%1:27:00::
debunking	debunking%1:04:00::
decorativeness	decorativeness%1:07:00::
hemosiderin	hemosiderin%1:27:00::
ellipsoid	ellipsoid%1:25:00::
unhappiness	unhappiness%1:12:00::
cave	cave%1:17:00::
halloween	halloween%1:28:00::
valuation	valuation%1:09:00::
arena	arena%1:26:00::
condescension	condescension%1:07:00::
portwatcher	portwatcher%1:18:00::
snout	snout%1:05:00::
rodeo	rodeo%1:04:00::
soup	soup%1:13:00::
confidante	confidante%1:18:00::
balkiness	balkiness%1:07:00::
artifice	artifice%1:04:00::
moire	moire%1:06:00::
atrophy	atrophy%1:26:00::
laundry	laundry%1:06:01::
silicone	silicone%1:27:00::
helium	helium%1:27:00::
ugliness	ugliness%1:07:00::
calcification	calcification%1:22:00::
yelping	yelping%1:11:00::
passerby	passerby%1:18:00::
mountainside	mountainside%1:17:00::
moralist	moralist%1:18:00::
watchmaker	watchmaker%1:18:00::
thighbone	thighbone%1:08:00::
industrialism	industrialism%1:14:00::
cartoon	cartoon%1:10:00::
thicket	thicket%1:14:00::
micron	micron%1:23:00::
procurement	procurement%1:04:00::
recreation	recreation%1:04:00::
fluorescein	fluorescein%1:27:00::
bower	bower%1:06:00::
pinnacle	pinnacle%1:06:00::
infinitive	infinitive%1:10:00::
abscissa	abscissa%1:09:00::
rabbi	rabbi%1:18:00::
solicitude	solicitude%1:12:00::
rabat	rabat%1:15:00::
ordeal	ordeal%1:11:00::
fluff	fluff%1:27:00::
buttocks	buttocks%1:08:00::
footbridge	footbridge%1:06:00::
infielder	infielder%1:18:00::
drumhead	drumhead%1:06:00::
millpond	millpond%1:17:00::
stirring	stirring%1:04:00::
parson	parson%1:18:00::
enclave	enclave%1:15:00::
shallowness	shallowness%1:07:01::
greenroom	greenroom%1:06:00::
outing	outing%1:04:00::
brushing	brushing%1:04:03::
litigant	litigant%1:18:00::
ridge	ridge%1:17:00::
violinist	violinist%1:18:00::
fauteuil	fauteuil%1:06:00::
solo	solo%1:04:01::
shotgun	shotgun%1:06:00::
fiddle	fiddle%1:06:00::
cabbage	cabbage%1:13:00::
sioux	sioux%1:18:00::
fascism	fascism%1:09:00::
highness	highness%1:18:00::
roofer	roofer%1:18:00::
proportionality	proportionality%1:24:00::
revery	revery%1:09:00::
pastor	pastor%1:18:00::
zenith	zenith%1:15:01::
inexperience	inexperience%1:09:00::
soloist	soloist%1:18:00::
boldness	boldness%1:07:00::
bioassay	bioassay%1:09:00::
cerebellum	cerebellum%1:08:00::
dustpanful	dustpanful%1:23:00::
cowhand	cowhand%1:18:00::
finishing	finishing%1:07:00::
irresponsibility	irresponsibility%1:07:00::
cake	cake%1:06:00::
cheek	cheek%1:08:00::
religiousness	religiousness%1:07:00::
manpower	manpower%1:14:00::
beech	beech%1:20:00::
newfoundland	newfoundland%1:05:00::
pathology	pathology%1:09:00::
virus	virus%1:05:00::
sofa	sofa%1:06:00::
pemmican	pemmican%1:13:00::
impinging	impinging%1:11:00::
biophysicist	biophysicist%1:18:00::
facing	facing%1:06:01::
posse	posse%1:14:00::
bombast	bombast%1:10:00::
wingman	wingman%1:18:00::
demythologization	demythologization%1:10:00::
wintertime	wintertime%1:28:00::
juncture	juncture%1:11:00::
thermodynamics	thermodynamics%1:09:00::
dinnertime	dinnertime%1:28:00::
heroics	heroics%1:04:00::
aimlessness	aimlessness%1:07:00::
soap	soap%1:06:00::
dogwood	dogwood%1:20:00::
derision	derision%1:10:00::
foyer	foyer%1:06:00::
transvestitism	transvestitism%1:04:00::
france	france%1:15:00::
embassy	embassy%1:06:00::
understatement	understatement%1:10:00::
trepidation	trepidation%1:12:00::
bastion	bastion%1:14:00::
salish	salish%1:10:00::
gingham	gingham%1:06:00::
liverpool	liverpool%1:15:00::
insulin	insulin%1:08:00::
immobility	immobility%1:26:00::
wearer	wearer%1:18:00::
epaulet	epaulet%1:06:00::
serialism	serialism%1:10:00::
thatch	thatch%1:08:00::
monarch	monarch%1:18:00::
consensus	consensus%1:26:00::
herringbone	herringbone%1:06:00::
compulsivity	compulsivity%1:07:00::
voting	voting%1:04:00::
terrain	terrain%1:15:00::
windshield	windshield%1:06:00::
fleck	fleck%1:17:00::
coattail	coattail%1:06:00::
electromyography	electromyography%1:04:00::
wrestler	wrestler%1:18:00::
apparatus	apparatus%1:06:00::
ruthlessness	ruthlessness%1:07:00::
cosecant	cosecant%1:24:00::
gavotte	gavotte%1:04:00::
flashlight	flashlight%1:06:00::
murderer	murderer%1:18:00::
delivery	delivery%1:04:04::
sabotage	sabotage%1:04:00::
grasping	grasping%1:09:00::
third-dimensionality	third-dimensionality%1:07:00::
two-thirds	two-thirds%1:23:00::
steamboat	steamboat%1:06:00::
synchronism	synchronism%1:24:00::
invulnerability	invulnerability%1:26:00::
flatus	flatus%1:04:00::
interlude	interlude%1:28:00::
fuzz	fuzz%1:20:00::
custody	custody%1:26:00::
polynomial	polynomial%1:09:00::
birdhouse	birdhouse%1:06:00::
terrace	terrace%1:06:00::
bough	bough%1:20:00::
unselfconsciousness	unselfconsciousness%1:09:00::
heroine	heroine%1:18:01::
combustion	combustion%1:22:00::
confessor	confessor%1:18:00::
granule	granule%1:17:00::
offence	offence%1:04:00::
shirking	shirking%1:04:00::
absenteeism	absenteeism%1:04:00::
packaging	packaging%1:04:00::
heroism	heroism%1:07:00::
cytoplasm	cytoplasm%1:08:00::
frangipani	frangipani%1:20:00::
invitation	invitation%1:10:00::
progressivism	progressivism%1:09:00::
escritoire	escritoire%1:06:00::
racketeer	racketeer%1:18:00::
conditioning	conditioning%1:09:00::
wholesaler	wholesaler%1:18:00::
repentance	repentance%1:12:00::
vestibule	vestibule%1:06:00::
qualm	qualm%1:12:00::
anaplasmosis	anaplasmosis%1:26:00::
washbowl	washbowl%1:06:02::
hokan	hokan%1:10:00::
antiredeposition	antiredeposition%1:22:00::
feat	feat%1:04:00::
freeman	freeman%1:18:00::
publishing	publishing%1:04:00::
secularist	secularist%1:18:00::
eyelid	eyelid%1:08:00::
interceptor	interceptor%1:06:00::
secularism	secularism%1:09:00::
deterioration	deterioration%1:26:00::
tennis	tennis%1:04:00::
practitioner	practitioner%1:18:00::
revival	revival%1:04:01::
swashbuckler	swashbuckler%1:18:00::
fortitude	fortitude%1:07:00::
stylist	stylist%1:18:00::
monosyllable	monosyllable%1:10:00::
paragon	paragon%1:09:00::
skiff	skiff%1:06:00::
mitigation	mitigation%1:04:00::
vanity	vanity%1:12:00::
droppings	droppings%1:27:00::
double-crossing	double-crossing%1:04:00::
segregationist	segregationist%1:18:00::
forefinger	forefinger%1:08:00::
manhattan	manhattan%1:15:00::
scouting	scouting%1:04:00::
calculus	calculus%1:17:00::
subsystem	subsystem%1:14:00::
phosgene	phosgene%1:27:00::
comrade	comrade%1:18:00::
rathole	rathole%1:17:00::
quart	quart%1:23:01::
standpoint	standpoint%1:09:00::
motivation	motivation%1:03:00::
prototype	prototype%1:09:00::
memorial	memorial%1:10:00::
jerusalem	jerusalem%1:15:00::
snip	snip%1:06:00::
goitrogen	goitrogen%1:27:00::
rebuilding	rebuilding%1:04:00::
ballroom	ballroom%1:06:00::
handiwork	handiwork%1:06:00::
alleyway	alleyway%1:06:00::
depletion	depletion%1:04:00::
heaver	heaver%1:06:00::
cabana	cabana%1:06:00::
airspeed	airspeed%1:28:00::
toxin	toxin%1:27:00::
nuisance	nuisance%1:09:00::
orthophosphate	orthophosphate%1:27:00::
waitress	waitress%1:18:00::
englishman	englishman%1:18:00::
scaffold	scaffold%1:06:01::
palestine	palestine%1:15:01::
prie-dieu	prie-dieu%1:06:00::
educator	educator%1:18:00::
fortress	fortress%1:06:00::
molding	molding%1:04:01::
transcription	transcription%1:10:00::
savageness	savageness%1:07:00::
bracing	bracing%1:06:00::
diffraction	diffraction%1:19:00::
pervaporation	pervaporation%1:04:00::
pneumonia	pneumonia%1:26:00::
chevaux-de-frise	chevaux-de-frise%1:06:00::
postmark	postmark%1:10:00::
meat	meat%1:13:01::
meal	meal%1:13:00::
letterman	letterman%1:18:00::
unreason	unreason%1:26:00::
contralto	contralto%1:18:00::
bacon	bacon%1:13:00::
parts	parts%1:15:00::
spoke	spoke%1:06:00::
gripe	gripe%1:10:00::
tent	tent%1:06:00::
icbm	icbm%1:06:00::
westerner	westerner%1:18:00::
recession	recession%1:26:00::
zionist	zionist%1:18:00::
drummer	drummer%1:18:00::
pendulum	pendulum%1:06:00::
zionism	zionism%1:10:00::
pencil	pencil%1:06:00::
rafter	rafter%1:06:00::
gamecock	gamecock%1:05:00::
imbalance	imbalance%1:26:00::
stewing	stewing%1:12:00::
emptiness	emptiness%1:26:00::
hurler	hurler%1:18:00::
sputnik	sputnik%1:06:00::
inducement	inducement%1:16:00::
filming	filming%1:04:00::
trimming	trimming%1:04:00::
parlance	parlance%1:10:00::
staginess	staginess%1:07:00::
roughneck	roughneck%1:18:00::
disbelief	disbelief%1:09:00::
americanism	americanism%1:07:00::
philippic	philippic%1:10:00::
jurisprudence	jurisprudence%1:09:00::
timidity	timidity%1:12:00::
ozone	ozone%1:27:00::
perfection	perfection%1:26:00::
enthalpy	enthalpy%1:07:00::
self-effacement	self-effacement%1:04:00::
infection	infection%1:26:00::
poppy	poppy%1:20:00::
transformation	transformation%1:11:00::
paneling	paneling%1:06:00::
retailing	retailing%1:04:00::
uplifting	uplifting%1:11:00::
zoo	zoo%1:06:00::
jamaican	jamaican%1:18:00::
flats	flats%1:06:00::
testicle	testicle%1:08:00::
idealization	idealization%1:04:00::
performer	performer%1:18:00::
vegetable	vegetable%1:13:00::
yardage	yardage%1:07:00::
cockatoo	cockatoo%1:05:00::
chopin	chopin%1:10:00::
modernization	modernization%1:04:00::
muscleman	muscleman%1:18:00::
reasoning	reasoning%1:09:00::
lotion	lotion%1:06:00::
linguistics	linguistics%1:09:00::
avoidance	avoidance%1:04:00::
takeoff	takeoff%1:04:00::
misdeed	misdeed%1:04:00::
spoon	spoon%1:06:00::
authorization	authorization%1:10:00::
vegetation	vegetation%1:14:00::
cooler	cooler%1:06:00::
teat	teat%1:08:00::
hexameter	hexameter%1:10:00::
humorist	humorist%1:18:00::
infantryman	infantryman%1:18:00::
overtone	overtone%1:10:00::
bathos	bathos%1:10:00::
declamation	declamation%1:10:00::
phonology	phonology%1:09:00::
boyhood	boyhood%1:28:00::
ulcer	ulcer%1:26:00::
saturn	saturn%1:17:00::
eagerness	eagerness%1:12:00::
retrovision	retrovision%1:09:00::
conqueror	conqueror%1:18:00::
neuter	neuter%1:10:00::
exhortation	exhortation%1:10:01::
validation	validation%1:04:00::
colorado	colorado%1:15:00::
troops	troops%1:14:00::
luminescence	luminescence%1:19:00::
earl	earl%1:18:00::
viscosity	viscosity%1:07:00::
spore	spore%1:20:00::
choirboy	choirboy%1:18:00::
deluge	deluge%1:23:00::
customer	customer%1:18:00::
biologist	biologist%1:18:00::
prostitute	prostitute%1:18:00::
intermediary	intermediary%1:18:00::
self-government	self-government%1:26:00::
similitude	similitude%1:07:00::
perpetration	perpetration%1:04:00::
rundown	rundown%1:10:00::
pricing	pricing%1:09:00::
despotism	despotism%1:26:00::
doctorate	doctorate%1:10:00::
glanders	glanders%1:26:00::
epigram	epigram%1:10:00::
wildlife	wildlife%1:14:00::
gamma	gamma%1:10:00::
waterproofing	waterproofing%1:04:00::
memoir	memoir%1:10:00::
areaway	areaway%1:06:00::
bandoleer	bandoleer%1:06:00::
hills	hills%1:17:00::
percent	percent%1:24:00::
emission	emission%1:04:00::
ballast	ballast%1:06:00::
non-resistant	non-resistant%1:18:00::
grief	grief%1:12:00::
honkytonk	honkytonk%1:06:00::
localization	localization%1:04:00::
bloke	bloke%1:18:00::
nonoccurrence	nonoccurrence%1:26:00::
worshipper	worshipper%1:18:00::
cholesterol	cholesterol%1:27:00::
year-end	year-end%1:28:00::
boating	boating%1:04:00::
newton	newton%1:18:00::
canon	canon%1:10:00::
recrimination	recrimination%1:10:00::
gamin	gamin%1:18:00::
stability	stability%1:07:00::
autopsy	autopsy%1:04:00::
jukebox	jukebox%1:06:00::
cockpit	cockpit%1:06:00::
heredity	heredity%1:22:00::
octave	octave%1:28:00::
tablet	tablet%1:06:02::
escalation	escalation%1:04:00::
comedian	comedian%1:18:00::
antagonist	antagonist%1:18:00::
anglo-american	anglo-american%1:18:00::
quarter-century	quarter-century%1:28:00::
candy	candy%1:13:00::
enlargement	enlargement%1:04:00::
kipling	kipling%1:18:00::
bleachers	bleachers%1:06:00::
idleness	idleness%1:04:00::
argot	argot%1:10:00::
argon	argon%1:27:00::
syndrome	syndrome%1:09:00::
drinker	drinker%1:18:01::
battlefront	battlefront%1:15:00::
paris	paris%1:15:00::
jewel	jewel%1:06:00::
zombie	zombie%1:18:00::
farewell	farewell%1:10:00::
oxford	oxford%1:15:00::
lemma	lemma%1:10:00::
retraining	retraining%1:04:00::
redevelopment	redevelopment%1:04:00::
beadsman	beadsman%1:18:00::
co-optation	co-optation%1:04:00::
commutation	commutation%1:04:00::
lethality	lethality%1:07:00::
streetcar	streetcar%1:06:00::
mystery	mystery%1:09:00::
myofibrilla	myofibrilla%1:08:00::
footage	footage%1:06:00::
ester	ester%1:27:00::
nightclub	nightclub%1:06:00::
pantheon	pantheon%1:14:00::
hilum	hilum%1:08:00::
alaska	alaska%1:15:00::
pains	pains%1:04:00::
telegraphy	telegraphy%1:10:00::
venice	venice%1:15:00::
saliva	saliva%1:08:00::
cafeteria	cafeteria%1:06:00::
poncho	poncho%1:06:00::
footing	footing%1:26:00::
roadblock	roadblock%1:09:00::
cosmetics	cosmetics%1:06:00::
harlem	harlem%1:15:00::
pisces	pisces%1:15:00::
rampart	rampart%1:06:00::
radish	radish%1:13:00::
informant	informant%1:18:00::
towel	towel%1:06:00::
abyss	abyss%1:17:00::
bride-gift	bride-gift%1:21:00::
jeep	jeep%1:06:00::
plato	plato%1:18:00::
deer	deer%1:05:00::
affection	affection%1:12:00::
papers	papers%1:10:00::
shoestring	shoestring%1:06:00::
mutant	mutant%1:18:00::
fencing	fencing%1:06:00::
screwdriver	screwdriver%1:06:00::
mantrap	mantrap%1:18:00::
bunter	bunter%1:18:00::
intruder	intruder%1:18:00::
minstrel	minstrel%1:18:00::
bathrobe	bathrobe%1:06:00::
cracker	cracker%1:13:00::
yes	yes%1:10:00::
breakaway	breakaway%1:04:00::
barley	barley%1:13:00::
yen	yen%1:12:00::
tenting	tenting%1:04:00::
endurance	endurance%1:07:00::
dean	dean%1:18:00::
tragedian	tragedian%1:18:02::
insulation	insulation%1:26:00::
vault	vault%1:06:01::
platinum	platinum%1:27:00::
therapy	therapy%1:04:00::
quadrupling	quadrupling%1:22:00::
colon	colon%1:08:00::
cattleman	cattleman%1:18:01::
apex	apex%1:15:00::
treaty	treaty%1:10:00::
comforts	comforts%1:21:00::
hillbilly	hillbilly%1:18:00::
walkover	walkover%1:04:01::
luggage	luggage%1:06:00::
tuition	tuition%1:21:00::
drumlin	drumlin%1:17:00::
captor	captor%1:18:00::
melon	melon%1:13:00::
crucifixion	crucifixion%1:04:00::
gamut	gamut%1:07:00::
settler	settler%1:18:00::
sediment	sediment%1:17:00::
meteor	meteor%1:17:00::
strait	strait%1:17:00::
psychopomp	psychopomp%1:18:00::
somersault	somersault%1:04:00::
engraver	engraver%1:18:01::
parimutuel	parimutuel%1:04:00::
porch	porch%1:06:00::
boardinghouse	boardinghouse%1:06:00::
t.b.	t.b.%1:26:00::
vagueness	vagueness%1:07:00::
inquest	inquest%1:04:00::
autoloader	autoloader%1:06:00::
trait	trait%1:07:00::
stature	stature%1:26:00::
pursuer	pursuer%1:18:00::
iodoprotein	iodoprotein%1:27:00::
punctuality	punctuality%1:07:00::
bourgeoisie	bourgeoisie%1:14:00::
afghan	afghan%1:06:00::
candour	candour%1:07:00::
commando	commando%1:18:00::
paperback	paperback%1:06:00::
tampering	tampering%1:04:00::
rubble	rubble%1:27:00::
statute	statute%1:10:00::
agenda	agenda%1:09:00::
undercurrent	undercurrent%1:09:00::
fixer	fixer%1:18:00::
suicide	suicide%1:04:00::
continuum	continuum%1:28:00::
papa	papa%1:18:00::
cookie	cookie%1:13:00::
pertinence	pertinence%1:24:00::
desk	desk%1:06:00::
chromium	chromium%1:27:00::
discourse	discourse%1:10:01::
catcher	catcher%1:18:00::
squirrel	squirrel%1:05:00::
pfennig	pfennig%1:23:00::
bathroom	bathroom%1:06:00::
sorority	sorority%1:14:00::
urchin	urchin%1:18:00::
dairyman	dairyman%1:18:00::
text	text%1:10:00::
whirring	whirring%1:11:00::
nineties	nineties%1:28:02::
xenon	xenon%1:27:00::
input	input%1:10:00::
one-fifth	one-fifth%1:23:00::
handwriting	handwriting%1:10:00::
aerator	aerator%1:06:00::
prosody	prosody%1:10:00::
monopolization	monopolization%1:04:00::
melee	melee%1:04:00::
tracing	tracing%1:04:00::
corpulence	corpulence%1:07:00::
crossroad	crossroad%1:06:00::
plowshare	plowshare%1:06:00::
enchantment	enchantment%1:12:00::
atheist	atheist%1:18:00::
trill	trill%1:10:00::
bridgehead	bridgehead%1:15:00::
pang	pang%1:12:00::
pane	pane%1:06:00::
clamshell	clamshell%1:05:00::
munich	munich%1:15:00::
airport	airport%1:06:00::
midnight	midnight%1:28:00::
broiler	broiler%1:06:00::
vatican	vatican%1:06:00::
assessor	assessor%1:18:00::
rhinotracheitis	rhinotracheitis%1:26:00::
capstan	capstan%1:06:00::
hitter	hitter%1:18:00::
pail	pail%1:06:00::
glamor	glamor%1:07:00::
hemorrhoid	hemorrhoid%1:26:00::
sheepskin	sheepskin%1:27:00::
fasciculation	fasciculation%1:26:00::
coverlet	coverlet%1:06:00::
ex-husband	ex-husband%1:18:00::
heretic	heretic%1:18:00::
bacteria	bacteria%1:05:00::
stepchild	stepchild%1:18:00::
physique	physique%1:07:00::
amplifier	amplifier%1:06:00::
rogue	rogue%1:18:00::
maryland	maryland%1:15:00::
newsman	newsman%1:18:00::
thoroughness	thoroughness%1:07:00::
binoculars	binoculars%1:06:00::
pact	pact%1:10:00::
damascus	damascus%1:15:00::
clubhouse	clubhouse%1:06:00::
beetle	beetle%1:05:00::
ileum	ileum%1:08:00::
monument	monument%1:06:00::
occupancy	occupancy%1:04:00::
ballpark	ballpark%1:06:00::
pegboard	pegboard%1:06:00::
physiognomy	physiognomy%1:08:00::
mercer	mercer%1:18:00::
monomer	monomer%1:27:00::
autonomy	autonomy%1:26:01::
banquet	banquet%1:14:00::
southerner	southerner%1:18:00::
strangeness	strangeness%1:07:00::
caravan	caravan%1:14:00::
discontinuance	discontinuance%1:04:00::
subcommittee	subcommittee%1:14:00::
mucus	mucus%1:08:00::
journeying	journeying%1:04:00::
subcontinent	subcontinent%1:17:00::
monsoon	monsoon%1:19:00::
pacification	pacification%1:04:00::
birdbath	birdbath%1:06:00::
suburb	suburb%1:15:00::
conversation	conversation%1:10:00::
refueling	refueling%1:04:00::
forecasting	forecasting%1:10:00::
florence	florence%1:15:00::
greenness	greenness%1:07:02::
developer	developer%1:18:00::
hinge	hinge%1:06:00::
necktie	necktie%1:06:00::
bullet	bullet%1:06:00::
fastball	fastball%1:04:00::
leaf	leaf%1:20:00::
hitler	hitler%1:18:00::
personnel	personnel%1:14:00::
mixing	mixing%1:04:00::
processing	processing%1:22:00::
farce	farce%1:10:00::
exposition	exposition%1:10:00::
wetness	wetness%1:26:00::
dustbin	dustbin%1:06:00::
pectoral	pectoral%1:08:00::
indication	indication%1:10:00::
asia	asia%1:17:00::
overeating	overeating%1:04:00::
malaise	malaise%1:26:00::
candidacy	candidacy%1:04:00::
surgeon	surgeon%1:18:00::
maid	maid%1:18:01::
barbarian	barbarian%1:18:00::
reporter	reporter%1:18:00::
xylem	xylem%1:20:00::
lefty	lefty%1:18:00::
bedpost	bedpost%1:06:00::
